ThoiGian,MucNuocA(cm),MucNuocB(cm),LuuLuong(m3/s),TrangThai,ThongBao
16:50:40 23/10/2025,75.2,34.6,42.20,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:50:42 23/10/2025,79.2,30.2,32.03,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:50:44 23/10/2025,66.0,65.4,29.13,"Bình thường","An toàn"
16:50:46 23/10/2025,24.5,13.2,45.57,"Bình thường","An toàn"
16:50:48 23/10/2025,36.6,41.6,33.51,"Bình thường","An toàn"
16:50:50 23/10/2025,37.8,58.0,24.24,"Bình thường","An toàn"
16:50:52 23/10/2025,43.4,95.7,4.53,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:50:54 23/10/2025,43.5,5.0,27.62,"Bình thường","An toàn"
16:50:56 23/10/2025,44.2,53.4,1.18,"Bình thường","An toàn"
16:50:58 23/10/2025,10.1,90.7,2.42,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:51:00 23/10/2025,44.4,12.9,0.74,"Bình thường","An toàn"
16:51:02 23/10/2025,36.2,15.4,41.45,"Bình thường","An toàn"
16:51:04 23/10/2025,94.0,1.6,20.59,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:51:06 23/10/2025,41.7,56.0,16.46,"Bình thường","An toàn"
16:51:08 23/10/2025,88.9,96.3,19.95,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:51:10 23/10/2025,83.2,60.2,17.17,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:51:12 23/10/2025,33.8,92.6,9.38,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:51:15 23/10/2025,28.7,89.1,22.79,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:51:17 23/10/2025,91.4,2.8,25.14,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:51:19 23/10/2025,49.4,76.7,45.55,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:51:21 23/10/2025,5.7,52.6,18.23,"Bình thường","An toàn"
16:51:23 23/10/2025,55.1,54.2,31.63,"Bình thường","An toàn"
16:51:25 23/10/2025,26.2,1.0,44.00,"Bình thường","An toàn"
16:51:27 23/10/2025,71.3,5.4,44.05,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:51:29 23/10/2025,38.5,93.0,27.43,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:51:31 23/10/2025,92.4,1.5,25.12,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:51:33 23/10/2025,93.8,57.6,10.33,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:51:35 23/10/2025,65.6,76.2,35.09,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:51:37 23/10/2025,9.4,32.3,42.83,"Bình thường","An toàn"
16:51:39 23/10/2025,61.8,56.0,0.98,"Bình thường","An toàn"
16:51:41 23/10/2025,11.4,90.6,1.36,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:51:43 23/10/2025,10.6,27.5,46.28,"Bình thường","An toàn"
16:51:45 23/10/2025,71.3,28.8,33.59,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:51:47 23/10/2025,87.6,56.2,30.64,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:51:49 23/10/2025,43.1,35.3,15.19,"Bình thường","An toàn"
16:51:51 23/10/2025,81.8,6.5,44.28,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:51:53 23/10/2025,77.5,30.2,12.43,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:51:55 23/10/2025,58.4,95.2,0.39,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:51:57 23/10/2025,37.3,91.5,40.88,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:51:59 23/10/2025,97.9,49.8,43.11,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:52:01 23/10/2025,53.1,13.3,19.37,"Bình thường","An toàn"
16:52:03 23/10/2025,90.9,95.4,33.95,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:52:05 23/10/2025,5.5,97.4,43.23,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:52:07 23/10/2025,33.0,73.9,37.86,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:52:09 23/10/2025,20.2,54.3,32.44,"Bình thường","An toàn"
16:52:11 23/10/2025,39.0,60.4,18.52,"Bình thường","An toàn"
16:52:13 23/10/2025,7.2,79.0,44.07,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:52:15 23/10/2025,67.0,67.8,32.65,"Bình thường","An toàn"
16:52:17 23/10/2025,13.2,42.1,13.44,"Bình thường","An toàn"
16:52:19 23/10/2025,35.6,42.8,12.02,"Bình thường","An toàn"
16:52:21 23/10/2025,62.4,75.1,14.54,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:52:23 23/10/2025,51.2,13.5,24.90,"Bình thường","An toàn"
16:52:25 23/10/2025,7.6,33.1,1.21,"Bình thường","An toàn"
16:52:27 23/10/2025,51.0,25.9,5.10,"Bình thường","An toàn"
16:52:29 23/10/2025,79.2,71.5,30.43,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:52:31 23/10/2025,89.6,23.3,6.65,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:52:33 23/10/2025,62.4,95.8,5.34,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:52:35 23/10/2025,83.9,79.6,22.57,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:52:37 23/10/2025,17.8,2.6,0.21,"Bình thường","An toàn"
16:52:39 23/10/2025,33.5,15.0,14.96,"Bình thường","An toàn"
16:52:41 23/10/2025,76.9,77.6,12.57,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:52:43 23/10/2025,50.3,77.7,4.03,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:52:45 23/10/2025,50.6,30.6,12.99,"Bình thường","An toàn"
16:52:47 23/10/2025,79.4,97.1,40.50,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:52:49 23/10/2025,69.3,91.8,45.65,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:52:51 23/10/2025,78.9,75.4,7.22,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:52:53 23/10/2025,61.5,58.8,17.31,"Bình thường","An toàn"
16:52:55 23/10/2025,12.1,87.7,21.32,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:52:57 23/10/2025,56.6,19.7,44.68,"Bình thường","An toàn"
16:52:59 23/10/2025,81.4,65.1,46.64,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:53:01 23/10/2025,71.2,40.6,31.91,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:53:03 23/10/2025,7.9,85.1,3.17,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:53:05 23/10/2025,90.1,14.0,19.08,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:53:07 23/10/2025,55.4,2.1,34.17,"Bình thường","An toàn"
16:53:09 23/10/2025,15.4,10.4,49.51,"Bình thường","An toàn"
16:53:11 23/10/2025,65.3,53.8,36.21,"Bình thường","An toàn"
16:53:13 23/10/2025,56.4,18.7,39.71,"Bình thường","An toàn"
16:53:15 23/10/2025,31.2,29.9,4.83,"Bình thường","An toàn"
16:53:17 23/10/2025,46.0,62.7,3.63,"Bình thường","An toàn"
16:53:19 23/10/2025,45.4,15.8,0.79,"Bình thường","An toàn"
16:53:21 23/10/2025,90.2,80.7,15.68,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:53:23 23/10/2025,95.0,85.9,13.17,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:53:25 23/10/2025,10.3,25.9,10.19,"Bình thường","An toàn"
16:53:27 23/10/2025,27.4,61.8,42.54,"Bình thường","An toàn"
16:53:29 23/10/2025,78.7,61.5,25.94,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:53:31 23/10/2025,7.8,75.5,39.44,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:53:33 23/10/2025,9.3,27.2,3.59,"Bình thường","An toàn"
16:53:35 23/10/2025,73.3,49.7,30.94,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:53:37 23/10/2025,49.4,71.1,13.94,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:53:39 23/10/2025,92.9,23.6,27.28,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:53:41 23/10/2025,58.7,68.1,22.69,"Bình thường","An toàn"
16:53:43 23/10/2025,96.2,44.3,27.61,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:53:45 23/10/2025,98.6,67.3,17.63,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:53:47 23/10/2025,76.5,41.8,31.21,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:53:49 23/10/2025,28.2,84.7,1.66,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:53:51 23/10/2025,84.5,15.4,2.76,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:53:53 23/10/2025,55.6,59.0,18.81,"Bình thường","An toàn"
16:53:55 23/10/2025,47.3,89.3,14.67,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:53:57 23/10/2025,17.1,59.4,25.03,"Bình thường","An toàn"
16:53:59 23/10/2025,68.0,44.1,35.74,"Bình thường","An toàn"
16:54:01 23/10/2025,6.2,78.1,12.43,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:54:03 23/10/2025,89.9,68.7,46.93,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:54:05 23/10/2025,21.7,23.1,30.75,"Bình thường","An toàn"
16:54:07 23/10/2025,95.9,45.2,3.26,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:54:09 23/10/2025,60.6,65.4,4.80,"Bình thường","An toàn"
16:54:11 23/10/2025,28.7,92.1,19.19,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:54:13 23/10/2025,10.3,85.9,18.20,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:54:15 23/10/2025,98.0,15.1,19.98,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:54:17 23/10/2025,94.1,25.7,1.00,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:54:19 23/10/2025,90.9,7.3,8.12,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:54:21 23/10/2025,85.3,58.6,21.73,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:54:23 23/10/2025,19.9,41.2,23.48,"Bình thường","An toàn"
16:54:25 23/10/2025,60.0,70.9,48.60,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:54:27 23/10/2025,1.5,96.8,38.58,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:54:29 23/10/2025,63.6,14.6,43.40,"Bình thường","An toàn"
16:54:31 23/10/2025,82.3,57.8,7.33,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:54:33 23/10/2025,36.4,42.0,18.50,"Bình thường","An toàn"
16:54:35 23/10/2025,17.5,24.5,18.77,"Bình thường","An toàn"
16:54:37 23/10/2025,36.6,65.6,29.87,"Bình thường","An toàn"
16:54:39 23/10/2025,31.2,79.1,34.53,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:54:41 23/10/2025,48.5,63.0,38.88,"Bình thường","An toàn"
16:54:43 23/10/2025,34.8,80.2,26.10,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:54:45 23/10/2025,45.5,23.6,27.88,"Bình thường","An toàn"
16:54:47 23/10/2025,90.1,48.5,7.51,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:54:49 23/10/2025,75.9,65.3,31.47,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:54:51 23/10/2025,34.0,50.5,25.79,"Bình thường","An toàn"
16:54:53 23/10/2025,85.7,51.2,16.18,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:54:55 23/10/2025,51.3,25.5,26.69,"Bình thường","An toàn"
16:54:57 23/10/2025,61.5,68.9,27.94,"Bình thường","An toàn"
16:54:59 23/10/2025,60.5,22.0,8.99,"Bình thường","An toàn"
16:55:01 23/10/2025,20.9,69.3,35.27,"Bình thường","An toàn"
16:55:03 23/10/2025,46.8,8.5,14.88,"Bình thường","An toàn"
16:55:05 23/10/2025,87.9,82.9,44.64,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:55:07 23/10/2025,30.4,93.0,37.15,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:55:09 23/10/2025,74.5,5.4,34.32,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:55:11 23/10/2025,44.9,5.9,7.14,"Bình thường","An toàn"
16:55:13 23/10/2025,41.0,68.7,29.87,"Bình thường","An toàn"
16:55:15 23/10/2025,47.0,57.5,6.57,"Bình thường","An toàn"
16:55:18 23/10/2025,33.8,94.7,8.59,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:55:20 23/10/2025,16.3,39.5,26.19,"Bình thường","An toàn"
16:55:22 23/10/2025,69.4,23.5,20.23,"Bình thường","An toàn"
16:55:24 23/10/2025,92.1,12.8,20.35,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:55:26 23/10/2025,28.9,9.1,16.10,"Bình thường","An toàn"
16:55:28 23/10/2025,93.7,32.5,18.24,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:55:30 23/10/2025,22.2,90.5,35.80,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:55:32 23/10/2025,58.9,96.5,31.09,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:55:34 23/10/2025,31.5,30.6,23.07,"Bình thường","An toàn"
16:55:36 23/10/2025,34.3,42.2,7.76,"Bình thường","An toàn"
16:55:38 23/10/2025,29.2,97.6,3.18,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:55:40 23/10/2025,72.7,75.3,14.01,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:55:42 23/10/2025,37.7,41.2,19.53,"Bình thường","An toàn"
16:55:44 23/10/2025,0.1,55.7,18.56,"Bình thường","An toàn"
16:55:46 23/10/2025,98.3,91.2,37.51,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:55:48 23/10/2025,16.4,37.7,43.53,"Bình thường","An toàn"
16:55:50 23/10/2025,5.5,14.4,28.56,"Bình thường","An toàn"
16:55:52 23/10/2025,85.0,90.8,7.29,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:55:54 23/10/2025,28.3,98.1,12.16,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:55:56 23/10/2025,21.2,91.0,6.23,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:55:58 23/10/2025,63.1,58.9,18.79,"Bình thường","An toàn"
16:56:00 23/10/2025,62.4,71.0,5.71,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:56:02 23/10/2025,98.9,79.1,35.61,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:56:04 23/10/2025,23.6,82.3,40.18,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:56:06 23/10/2025,65.1,79.8,46.45,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:56:08 23/10/2025,32.7,45.8,9.26,"Bình thường","An toàn"
16:56:10 23/10/2025,89.7,23.2,12.85,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:56:12 23/10/2025,41.5,52.8,37.14,"Bình thường","An toàn"
16:56:14 23/10/2025,90.4,77.8,7.89,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:56:16 23/10/2025,81.5,32.1,7.18,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:56:18 23/10/2025,75.8,12.0,13.32,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:56:20 23/10/2025,28.9,60.2,9.29,"Bình thường","An toàn"
16:56:22 23/10/2025,81.8,53.1,22.36,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:56:24 23/10/2025,0.2,53.1,17.08,"Bình thường","An toàn"
16:56:26 23/10/2025,20.8,66.7,49.20,"Bình thường","An toàn"
16:56:28 23/10/2025,12.1,61.0,40.36,"Bình thường","An toàn"
16:56:30 23/10/2025,48.7,32.8,5.20,"Bình thường","An toàn"
16:56:32 23/10/2025,54.8,99.9,25.09,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:56:34 23/10/2025,21.3,5.7,34.16,"Bình thường","An toàn"
16:56:36 23/10/2025,42.2,27.9,36.19,"Bình thường","An toàn"
16:56:38 23/10/2025,43.5,2.7,34.40,"Bình thường","An toàn"
16:56:40 23/10/2025,74.6,50.9,28.68,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:56:42 23/10/2025,4.0,34.4,29.99,"Bình thường","An toàn"
16:56:44 23/10/2025,65.8,88.5,17.57,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:56:46 23/10/2025,96.0,3.6,25.81,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:56:48 23/10/2025,13.5,50.8,5.47,"Bình thường","An toàn"
16:56:50 23/10/2025,25.9,69.1,27.46,"Bình thường","An toàn"
16:56:52 23/10/2025,68.7,19.1,31.71,"Bình thường","An toàn"
16:56:54 23/10/2025,25.1,33.8,42.58,"Bình thường","An toàn"
16:56:56 23/10/2025,69.4,57.7,22.82,"Bình thường","An toàn"
16:56:58 23/10/2025,25.5,22.5,30.28,"Bình thường","An toàn"
16:57:00 23/10/2025,58.3,62.2,5.74,"Bình thường","An toàn"
16:57:02 23/10/2025,33.2,90.0,12.99,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:57:04 23/10/2025,23.4,0.6,22.19,"Bình thường","An toàn"
16:57:06 23/10/2025,74.1,25.6,32.48,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:57:08 23/10/2025,62.4,74.8,45.01,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:57:10 23/10/2025,47.7,10.2,25.13,"Bình thường","An toàn"
16:57:12 23/10/2025,95.6,56.1,21.30,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:57:14 23/10/2025,58.7,63.8,35.29,"Bình thường","An toàn"
16:57:16 23/10/2025,77.5,17.5,1.39,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:57:18 23/10/2025,67.1,71.3,33.38,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:57:20 23/10/2025,90.9,75.7,30.03,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:57:22 23/10/2025,53.6,14.5,19.10,"Bình thường","An toàn"
16:57:24 23/10/2025,35.1,81.3,7.99,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:57:26 23/10/2025,87.0,85.4,34.83,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:57:28 23/10/2025,98.1,52.2,19.08,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:57:30 23/10/2025,38.2,53.3,41.56,"Bình thường","An toàn"
16:57:32 23/10/2025,42.1,64.3,34.61,"Bình thường","An toàn"
16:57:34 23/10/2025,40.1,92.1,13.71,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:57:36 23/10/2025,30.0,24.8,3.19,"Bình thường","An toàn"
16:57:38 23/10/2025,63.3,30.1,10.15,"Bình thường","An toàn"
16:57:40 23/10/2025,66.6,65.1,18.78,"Bình thường","An toàn"
16:57:42 23/10/2025,74.3,75.5,28.10,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:57:44 23/10/2025,12.4,21.2,35.51,"Bình thường","An toàn"
16:57:46 23/10/2025,10.1,74.4,3.32,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:57:48 23/10/2025,80.8,80.2,12.60,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:57:50 23/10/2025,77.2,31.2,13.41,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:57:52 23/10/2025,98.1,21.4,34.63,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:57:54 23/10/2025,58.3,55.6,34.47,"Bình thường","An toàn"
16:57:56 23/10/2025,85.7,80.6,38.61,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:57:58 23/10/2025,94.8,45.1,19.68,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:58:00 23/10/2025,85.7,4.4,34.32,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:58:02 23/10/2025,55.8,35.8,38.44,"Bình thường","An toàn"
16:58:04 23/10/2025,99.1,81.8,23.01,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:58:06 23/10/2025,9.2,50.1,10.39,"Bình thường","An toàn"
16:58:08 23/10/2025,6.2,9.2,6.52,"Bình thường","An toàn"
16:58:10 23/10/2025,31.5,25.5,29.86,"Bình thường","An toàn"
16:58:12 23/10/2025,78.2,15.7,41.95,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:58:14 23/10/2025,86.6,56.5,49.04,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:58:16 23/10/2025,25.1,52.0,27.71,"Bình thường","An toàn"
16:58:18 23/10/2025,76.0,12.9,17.66,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:58:20 23/10/2025,81.1,0.5,8.09,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:58:22 23/10/2025,55.5,43.7,44.68,"Bình thường","An toàn"
16:58:24 23/10/2025,78.4,9.4,29.90,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:58:26 23/10/2025,66.5,12.1,32.79,"Bình thường","An toàn"
16:58:28 23/10/2025,34.9,63.6,15.91,"Bình thường","An toàn"
16:58:30 23/10/2025,43.8,68.8,46.61,"Bình thường","An toàn"
16:58:32 23/10/2025,25.0,38.4,48.28,"Bình thường","An toàn"
16:58:34 23/10/2025,37.7,78.4,3.31,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:58:36 23/10/2025,5.1,24.1,8.78,"Bình thường","An toàn"
16:58:38 23/10/2025,29.3,95.0,13.74,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:58:40 23/10/2025,93.2,0.1,49.51,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:58:42 23/10/2025,52.8,88.4,47.40,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:58:44 23/10/2025,46.0,72.7,13.47,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:58:46 23/10/2025,46.6,70.3,34.35,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:58:48 23/10/2025,69.6,55.1,48.54,"Bình thường","An toàn"
16:58:50 23/10/2025,31.7,76.8,8.47,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:58:52 23/10/2025,17.3,73.6,22.19,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:58:54 23/10/2025,32.4,8.0,23.70,"Bình thường","An toàn"
16:58:56 23/10/2025,8.6,34.2,11.05,"Bình thường","An toàn"
16:58:58 23/10/2025,50.9,22.2,20.38,"Bình thường","An toàn"
16:59:00 23/10/2025,10.5,29.2,45.36,"Bình thường","An toàn"
16:59:02 23/10/2025,64.7,20.0,43.11,"Bình thường","An toàn"
16:59:04 23/10/2025,87.5,42.2,49.63,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:59:06 23/10/2025,75.2,1.7,42.69,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:59:08 23/10/2025,36.3,3.4,12.49,"Bình thường","An toàn"
16:59:10 23/10/2025,78.7,90.9,38.25,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:59:12 23/10/2025,85.4,83.7,23.87,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:59:14 23/10/2025,79.7,26.0,28.47,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:59:16 23/10/2025,66.5,44.3,26.62,"Bình thường","An toàn"
16:59:18 23/10/2025,27.5,1.8,24.19,"Bình thường","An toàn"
16:59:20 23/10/2025,32.1,34.7,45.11,"Bình thường","An toàn"
16:59:22 23/10/2025,68.6,6.4,29.60,"Bình thường","An toàn"
16:59:24 23/10/2025,98.1,40.8,26.25,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:59:26 23/10/2025,34.4,72.7,13.37,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:59:28 23/10/2025,42.0,68.1,1.93,"Bình thường","An toàn"
16:59:30 23/10/2025,26.2,83.1,46.21,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:59:32 23/10/2025,48.9,19.6,46.56,"Bình thường","An toàn"
16:59:34 23/10/2025,20.1,75.6,27.17,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:59:37 23/10/2025,55.1,50.2,2.23,"Bình thường","An toàn"
16:59:39 23/10/2025,73.7,74.9,12.17,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:59:41 23/10/2025,62.2,85.0,9.13,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
16:59:43 23/10/2025,78.9,99.1,34.03,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:59:45 23/10/2025,97.6,90.9,20.59,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
16:59:47 23/10/2025,59.0,62.3,47.87,"Bình thường","An toàn"
16:59:49 23/10/2025,24.7,44.2,17.92,"Bình thường","An toàn"
16:59:51 23/10/2025,17.9,14.4,4.08,"Bình thường","An toàn"
